pais,semana,titulo,titulo_original,ano_lancamento,duracao_filme,generos,faixa_tempo
Brazil,2022-09-25,Do Revenge,Do Revenge,2022,118,"Comedy,Romance,Thriller",Filmes Longos
Brazil,2022-09-25,Lou,Lou,2022,56,Documentary,Filmes Médios
Brazil,2022-09-25,Lou,Lou,2022,107,"Action,Adventure,Crime",Filmes Longos
Brazil,2022-09-25,No Limit,Sous emprise,2022,118,"Drama,Romance,Sport",Filmes Longos
Brazil,2022-09-18,No Limit,Sous emprise,2022,118,"Drama,Romance,Sport",Filmes Longos
Brazil,2022-09-18,Do Revenge,Do Revenge,2022,118,"Comedy,Romance,Thriller",Filmes Longos
Brazil,2022-09-18,End of the Road,End of the Road,2022,89,"Action,Crime,Drama",Filmes Médios
Brazil,2022-09-18,Fenced In,Vizinhos,2022,110,Comedy,Filmes Longos
Brazil,2022-09-18,Love in the Villa,Love in the Villa,2022,114,"Comedy,Romance",Filmes Longos
Brazil,2022-09-11,Fenced In,Vizinhos,2022,110,Comedy,Filmes Longos
Brazil,2022-09-11,End of the Road,End of the Road,2022,89,"Action,Crime,Drama",Filmes Médios
Brazil,2022-09-11,Love in the Villa,Love in the Villa,2022,114,"Comedy,Romance",Filmes Longos
Brazil,2022-09-11,No Limit,Sous emprise,2022,118,"Drama,Romance,Sport",Filmes Longos
Brazil,2022-09-11,I Came By,I Came By,2022,110,Thriller,Filmes Longos
Brazil,2022-09-11,Loving Adults,Kærlighed for voksne,2022,104,"Crime,Drama,Thriller",Filmes Longos
Brazil,2022-09-04,Fenced In,Vizinhos,2022,110,Comedy,Filmes Longos
Brazil,2022-09-04,Loving Adults,Kærlighed for voksne,2022,104,"Crime,Drama,Thriller",Filmes Longos
Brazil,2022-09-04,Love in the Villa,Love in the Villa,2022,114,"Comedy,Romance",Filmes Longos
Brazil,2022-09-04,Me Time,Me Time,2022,101,Comedy,Filmes Longos
Brazil,2022-09-04,I Came By,I Came By,2022,110,Thriller,Filmes Longos
Brazil,2022-09-04,That's Amor,That's Amor,2022,96,"Comedy,Romance",Filmes Médios
Brazil,2022-09-04,Look Both Ways,Look Both Ways,2022,110,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-09-04,The Next 365 Days,The Next 365 Days,2022,112,"Drama,Romance",Filmes Longos
Brazil,2022-08-28,Me Time,Me Time,2022,101,Comedy,Filmes Longos
Brazil,2022-08-28,The Next 365 Days,The Next 365 Days,2022,112,"Drama,Romance",Filmes Longos
Brazil,2022-08-28,Loving Adults,Kærlighed for voksne,2022,104,"Crime,Drama,Thriller",Filmes Longos
Brazil,2022-08-28,Look Both Ways,Look Both Ways,2022,110,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-08-28,That's Amor,That's Amor,2022,96,"Comedy,Romance",Filmes Médios
Brazil,2022-08-28,Day Shift,Day Shift,2022,113,"Action,Comedy,Fantasy",Filmes Longos
Brazil,2022-08-21,The Next 365 Days,The Next 365 Days,2022,112,"Drama,Romance",Filmes Longos
Brazil,2022-08-21,Day Shift,Day Shift,2022,113,"Action,Comedy,Fantasy",Filmes Longos
Brazil,2022-08-21,Look Both Ways,Look Both Ways,2022,110,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-08-21,Purple Hearts,Purple Hearts,2022,122,"Drama,Music,Romance",Filmes Longos
Brazil,2022-08-14,Purple Hearts,Purple Hearts,2022,122,"Drama,Music,Romance",Filmes Longos
Brazil,2022-08-14,Day Shift,Day Shift,2022,113,"Action,Comedy,Fantasy",Filmes Longos
Brazil,2022-08-14,Carter,Kateo,2022,132,"Action,Thriller",Filmes Longos
Brazil,2022-08-14,Darlings,Darlings,2022,133,"Comedy,Drama,Thriller",Filmes Longos
Brazil,2022-08-14,Wedding Season,Wedding Season,2022,98,"Comedy,Romance",Filmes Médios
Brazil,2022-08-14,The Gray Man,The Gray Man,2022,122,"Action,Thriller",Filmes Longos
Brazil,2022-08-14,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-08-07,Purple Hearts,Purple Hearts,2022,122,"Drama,Music,Romance",Filmes Longos
Brazil,2022-08-07,Carter,Kateo,2022,132,"Action,Thriller",Filmes Longos
Brazil,2022-08-07,The Gray Man,The Gray Man,2022,122,"Action,Thriller",Filmes Longos
Brazil,2022-08-07,Wedding Season,Wedding Season,2022,98,"Comedy,Romance",Filmes Médios
Brazil,2022-08-07,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-08-07,A Cut Above,A Cut Above,2022,90,Comedy,Filmes Médios
Brazil,2022-07-31,The Gray Man,The Gray Man,2022,122,"Action,Thriller",Filmes Longos
Brazil,2022-07-31,Purple Hearts,Purple Hearts,2022,122,"Drama,Music,Romance",Filmes Longos
Brazil,2022-07-31,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-07-31,Too Old for Fairy Tales,Za duzy na bajki,2022,106,"Comedy,Family",Filmes Longos
Brazil,2022-07-31,A Cut Above,A Cut Above,2022,90,Comedy,Filmes Médios
Brazil,2022-07-31,Persuasion,Persuasion,2022,108,"Drama,Romance",Filmes Longos
Brazil,2022-07-24,The Gray Man,The Gray Man,2022,122,"Action,Thriller",Filmes Longos
Brazil,2022-07-24,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-07-24,Clean,Clean,2022,92,Documentary,Filmes Médios
Brazil,2022-07-24,Persuasion,Persuasion,2022,108,"Drama,Romance",Filmes Longos
Brazil,2022-07-24,Too Old for Fairy Tales,Za duzy na bajki,2022,106,"Comedy,Family",Filmes Longos
Brazil,2022-07-24,Dangerous Liaisons,Les liaisons dangereuses,2022,109,"Drama,Romance",Filmes Longos
Brazil,2022-07-17,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-07-17,Persuasion,Persuasion,2022,108,"Drama,Romance",Filmes Longos
Brazil,2022-07-17,Dangerous Liaisons,Les liaisons dangereuses,2022,109,"Drama,Romance",Filmes Longos
Brazil,2022-07-17,Clean,Clean,2022,92,Documentary,Filmes Médios
Brazil,2022-07-17,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-07-10,The Sea Beast,The Sea Beast,2022,115,"Adventure,Animation,Comedy",Filmes Longos
Brazil,2022-07-10,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-07-10,Dangerous Liaisons,Les liaisons dangereuses,2022,109,"Drama,Romance",Filmes Longos
Brazil,2022-07-03,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-07-03,Glamour Girls,Glamour Girls,2022,125,Drama,Filmes Longos
Brazil,2022-07-03,Love & Gelato,Love & Gelato,2022,110,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-07-03,Blasted,Blasted: Gutta vs aliens,2022,114,"Action,Comedy,Sci-Fi",Filmes Longos
Brazil,2022-07-03,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",Filmes Longos
Brazil,2022-07-03,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,2022,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-06-26,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-06-26,Love & Gelato,Love & Gelato,2022,110,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-06-26,Spiderhead,Spiderhead,2022,106,"Action,Crime,Drama",Filmes Longos
Brazil,2022-06-26,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",Filmes Longos
Brazil,2022-06-26,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,2022,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-06-26,Heart Parade,Parada serc,2022,108,"Comedy,Romance",Filmes Longos
Brazil,2022-06-26,Collision,Collision,2022,99,"Crime,Drama,Thriller",Filmes Médios
Brazil,2022-06-26,The Wrath of God,La ira de Dios,2022,97,"Drama,Thriller",Filmes Médios
Brazil,2022-06-19,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",Filmes Longos
Brazil,2022-06-19,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,2022,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-06-19,Spiderhead,Spiderhead,2022,106,"Action,Crime,Drama",Filmes Longos
Brazil,2022-06-19,The Wrath of God,La ira de Dios,2022,97,"Drama,Thriller",Filmes Médios
Brazil,2022-06-19,Heart Parade,Parada serc,2022,108,"Comedy,Romance",Filmes Longos
Brazil,2022-06-19,Collision,Collision,2022,99,"Crime,Drama,Thriller",Filmes Médios
Brazil,2022-06-19,Interceptor,Interceptor,2022,99,"Action,Adventure,Drama",Filmes Médios
Brazil,2022-06-12,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",Filmes Longos
Brazil,2022-06-12,Interceptor,Interceptor,2022,99,"Action,Adventure,Drama",Filmes Médios
Brazil,2022-06-12,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,2022,91,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-06-05,Interceptor,Interceptor,2022,99,"Action,Adventure,Drama",Filmes Médios
Brazil,2022-06-05,A Perfect Pairing,A Perfect Pairing,2022,101,"Comedy,Romance",Filmes Longos
Brazil,2022-06-05,Senior Year,Senior Year,2022,111,"Comedy,Drama",Filmes Longos
Brazil,2022-05-29,A Perfect Pairing,A Perfect Pairing,2022,101,"Comedy,Romance",Filmes Longos
Brazil,2022-05-29,Dangerous,Dangerous,2022,99,"Action,Crime,Drama",Filmes Médios
Brazil,2022-05-29,Senior Year,Senior Year,2022,111,"Comedy,Drama",Filmes Longos
Brazil,2022-05-29,Toscana,Toscana,2022,90,"Drama,Romance",Filmes Médios
Brazil,2022-05-29,Toscana,Toscana,2022,82,Comedy,Filmes Médios
Brazil,2022-05-22,Dangerous,Dangerous,2022,99,"Action,Crime,Drama",Filmes Médios
Brazil,2022-05-22,Senior Year,Senior Year,2022,111,"Comedy,Drama",Filmes Longos
Brazil,2022-05-22,A Perfect Pairing,A Perfect Pairing,2022,101,"Comedy,Romance",Filmes Longos
Brazil,2022-05-22,Toscana,Toscana,2022,90,"Drama,Romance",Filmes Médios
Brazil,2022-05-22,Toscana,Toscana,2022,82,Comedy,Filmes Médios
Brazil,2022-05-22,The Takedown,Loin du périph,2022,119,"Action,Comedy,Crime",Filmes Longos
Brazil,2022-05-15,Senior Year,Senior Year,2022,111,"Comedy,Drama",Filmes Longos
Brazil,2022-05-15,The Takedown,Loin du périph,2022,119,"Action,Comedy,Crime",Filmes Longos
Brazil,2022-05-15,Marmaduke,Marmaduke,2022,88,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-05-15,Along for the Ride,Along for the Ride,2022,106,"Drama,Romance",Filmes Longos
Brazil,2022-05-15,365 Days: This Day,365 Days: This Day,2022,111,"Drama,Romance",Filmes Longos
Brazil,2022-05-08,The Takedown,Loin du périph,2022,119,"Action,Comedy,Crime",Filmes Longos
Brazil,2022-05-08,365 Days: This Day,365 Days: This Day,2022,111,"Drama,Romance",Filmes Longos
Brazil,2022-05-08,Silverton Siege,Silverton Siege,2022,100,"Action,Crime,Drama",Filmes Longos
Brazil,2022-05-08,Marmaduke,Marmaduke,2022,88,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2022-05-01,365 Days: This Day,365 Days: This Day,2022,111,"Drama,Romance",Filmes Longos
Brazil,2022-05-01,Silverton Siege,Silverton Siege,2022,100,"Action,Crime,Drama",Filmes Longos
Brazil,2022-05-01,The In Between,The In Between,2022,115,"Drama,Romance,Sci-Fi",Filmes Longos
Brazil,2022-04-24,The In Between,The In Between,2022,115,"Drama,Romance,Sci-Fi",Filmes Longos
Brazil,2022-04-24,The Taming of the Shrewd,Poskromienie zlosnicy,2022,100,"Comedy,Romance",Filmes Longos
Brazil,2022-04-24,Playing with Fire,Playing with Fire,2022,113,"Action,Crime,Drama",Filmes Longos
Brazil,2022-04-24,Man of God,Man of God,2022,111,Drama,Filmes Longos
Brazil,2022-04-24,The Intruder,The Intruder,2022,,Horror,
Brazil,2022-04-24,Choose or Die,Choose or Die,2022,84,"Drama,Horror,Thriller",Filmes Médios
Brazil,2022-04-17,The In Between,The In Between,2022,115,"Drama,Romance,Sci-Fi",Filmes Longos
Brazil,2022-04-17,The Taming of the Shrewd,Poskromienie zlosnicy,2022,100,"Comedy,Romance",Filmes Longos
Brazil,2022-04-17,Yaksha: Ruthless Operations,Yacha,2022,125,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-04-17,Choose or Die,Choose or Die,2022,84,"Drama,Horror,Thriller",Filmes Médios
Brazil,2022-04-10,The In Between,The In Between,2022,115,"Drama,Romance,Sci-Fi",Filmes Longos
Brazil,2022-04-10,All Hail,Granizo,2022,118,"Comedy,Drama",Filmes Longos
Brazil,2022-04-10,Yaksha: Ruthless Operations,Yacha,2022,125,"Action,Crime,Thriller",Filmes Longos
Brazil,2022-04-03,All Hail,Granizo,2022,118,"Comedy,Drama",Filmes Longos
Brazil,2022-04-03,In Good Hands,Sen Yasamaya Bak,2022,104,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-04-03,Black Crab,Svart krabba,2022,114,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-04-03,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-27,Black Crab,Svart krabba,2022,114,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-03-27,In Good Hands,Sen Yasamaya Bak,2022,104,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-03-27,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-27,Rescued by Ruby,Rescued by Ruby,2022,90,"Biography,Drama,Family",Filmes Médios
Brazil,2022-03-27,Windfall,Windfall,2022,92,"Crime,Drama,Thriller",Filmes Médios
Brazil,2022-03-20,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-20,Black Crab,Svart krabba,2022,114,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-03-20,Rescued by Ruby,Rescued by Ruby,2022,90,"Biography,Drama,Family",Filmes Médios
Brazil,2022-03-13,The Adam Project,The Adam Project,2022,106,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-13,The Weekend Away,The Weekend Away,2022,89,"Crime,Drama,Mystery",Filmes Médios
Brazil,2022-03-13,The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure,2022,126,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-13,Restless,Sans répit,2022,95,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-03-06,Restless,Sans répit,2022,95,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-03-06,The Weekend Away,The Weekend Away,2022,89,"Crime,Drama,Mystery",Filmes Médios
Brazil,2022-03-06,The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure,2022,126,"Action,Adventure,Comedy",Filmes Longos
Brazil,2022-03-06,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",Filmes Longos
Brazil,2022-03-06,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-27,Restless,Sans répit,2022,95,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-02-27,Texas Chainsaw Massacre,Texas Chainsaw Massacre,2022,83,"Crime,Horror,Thriller",Filmes Médios
Brazil,2022-02-27,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-27,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",Filmes Longos
Brazil,2022-02-27,Love Tactics,Ask Taktikleri,2022,97,"Comedy,Romance",Filmes Médios
Brazil,2022-02-27,Fistful of Vengeance,Fistful of Vengeance,2022,96,"Action,Crime,Drama",Filmes Médios
Brazil,2022-02-20,Texas Chainsaw Massacre,Texas Chainsaw Massacre,2022,83,"Crime,Horror,Thriller",Filmes Médios
Brazil,2022-02-20,Love Tactics,Ask Taktikleri,2022,97,"Comedy,Romance",Filmes Médios
Brazil,2022-02-20,Tall Girl 2,Tall Girl 2,2022,97,"Comedy,Drama,Family",Filmes Médios
Brazil,2022-02-20,Fistful of Vengeance,Fistful of Vengeance,2022,96,"Action,Crime,Drama",Filmes Médios
Brazil,2022-02-20,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-20,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",Filmes Longos
Brazil,2022-02-13,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-13,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",Filmes Longos
Brazil,2022-02-13,Tall Girl 2,Tall Girl 2,2022,97,"Comedy,Drama,Family",Filmes Médios
Brazil,2022-02-13,Into the Wind,Pod wiatr,2022,107,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-13,Love Tactics,Ask Taktikleri,2022,97,"Comedy,Romance",Filmes Médios
Brazil,2022-02-06,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-02-06,Home Team,Home Team,2022,95,"Comedy,Sport",Filmes Médios
Brazil,2022-02-06,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",Filmes Longos
Brazil,2022-01-30,The Royal Treatment,The Royal Treatment,2022,96,"Comedy,Family,Romance",Filmes Médios
Brazil,2022-01-30,Home Team,Home Team,2022,95,"Comedy,Sport",Filmes Médios
Brazil,2022-01-23,The Royal Treatment,The Royal Treatment,2022,96,"Comedy,Family,Romance",Filmes Médios
Brazil,2022-01-23,Brazen,Brazen,2022,94,"Crime,Drama,Mystery",Filmes Médios
Brazil,2022-01-16,Brazen,Brazen,2022,94,"Crime,Drama,Mystery",Filmes Médios
Brazil,2022-01-09,The Wasteland,The Wasteland,2022,,Action,
Brazil,2021-12-26,Don't Look Up,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",Filmes Longos
Brazil,2021-12-26,Back to the Outback,Back to the Outback,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-12-26,The Unforgivable,The Unforgivable,2021,112,"Crime,Drama,Mystery",Filmes Longos
Brazil,2021-12-26,Vicky and Her Mystery,Mystère,2021,84,"Adventure,Drama,Family",Filmes Médios
Brazil,2021-12-26,A California Christmas: City Lights,A California Christmas: City Lights,2021,106,"Comedy,Drama,Romance",Filmes Longos
Brazil,2021-12-19,The Unforgivable,The Unforgivable,2021,112,"Crime,Drama,Mystery",Filmes Longos
Brazil,2021-12-19,Back to the Outback,Back to the Outback,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-12-19,Anonymously Yours,Anónima,2021,100,"Drama,Romance",Filmes Longos
Brazil,2021-12-19,A California Christmas: City Lights,A California Christmas: City Lights,2021,106,"Comedy,Drama,Romance",Filmes Longos
Brazil,2021-12-19,Yes Man,Yes Man,2021,84,Drama,Filmes Médios
Brazil,2021-12-19,Redemption Day,Redemption Day,2021,99,"Action,Drama,Thriller",Filmes Médios
Brazil,2021-12-19,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-12-19,Two,Dos,2021,70,"Drama,Mystery,Thriller",Filmes Médios
Brazil,2021-12-19,Two,Shtaim,2021,80,Drama,Filmes Médios
Brazil,2021-12-19,Two,Two,2021,,Comedy,
Brazil,2021-12-12,The Unforgivable,The Unforgivable,2021,112,"Crime,Drama,Mystery",Filmes Longos
Brazil,2021-12-12,Redemption Day,Redemption Day,2021,99,"Action,Drama,Thriller",Filmes Médios
Brazil,2021-12-12,Back to the Outback,Back to the Outback,2021,95,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-12-12,Spoiled Brats,Pourris gâtés,2021,95,Comedy,Filmes Médios
Brazil,2021-12-12,Anonymously Yours,Anónima,2021,100,"Drama,Romance",Filmes Longos
Brazil,2021-12-12,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-12-12,The Power of the Dog,The Power of the Dog,2021,126,"Drama,Western",Filmes Longos
Brazil,2021-12-12,The Whole Truth,The Whole Truth,2021,125,"Drama,Horror,Mystery",Filmes Longos
Brazil,2021-12-05,Spoiled Brats,Pourris gâtés,2021,95,Comedy,Filmes Médios
Brazil,2021-12-05,The Power of the Dog,The Power of the Dog,2021,126,"Drama,Western",Filmes Longos
Brazil,2021-12-05,A Boy Called Christmas,A Boy Called Christmas,2021,106,"Adventure,Drama,Family",Filmes Longos
Brazil,2021-12-05,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-12-05,The Whole Truth,The Whole Truth,2021,125,"Drama,Horror,Mystery",Filmes Longos
Brazil,2021-11-28,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-11-28,Spoiled Brats,Pourris gâtés,2021,95,Comedy,Filmes Médios
Brazil,2021-11-28,A Boy Called Christmas,A Boy Called Christmas,2021,106,"Adventure,Drama,Family",Filmes Longos
Brazil,2021-11-28,Just Short of Perfect,Amor Sem Medida,2021,94,"Comedy,Romance",Filmes Médios
Brazil,2021-11-28,Extinct,Extinct,2021,84,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-11-21,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-11-21,Just Short of Perfect,Amor Sem Medida,2021,94,"Comedy,Romance",Filmes Médios
Brazil,2021-11-21,7 Prisoners,7 Prisioneiros,2021,93,"Crime,Drama",Filmes Médios
Brazil,2021-11-21,Love Hard,Love Hard,2021,104,"Comedy,Romance",Filmes Longos
Brazil,2021-11-21,The Harder They Fall,The Harder They Fall,2021,139,"Action,Drama,Western",Filmes Longos
Brazil,2021-11-14,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Filmes Longos
Brazil,2021-11-14,Love Hard,Love Hard,2021,104,"Comedy,Romance",Filmes Longos
Brazil,2021-11-14,The Harder They Fall,The Harder They Fall,2021,139,"Action,Drama,Western",Filmes Longos
Brazil,2021-11-14,7 Prisoners,7 Prisioneiros,2021,93,"Crime,Drama",Filmes Médios
Brazil,2021-11-14,Yara,Yara,2021,96,"Crime,Drama,Thriller",Filmes Médios
Brazil,2021-11-14,Army of Thieves,Army of Thieves,2021,127,"Action,Comedy,Crime",Filmes Longos
Brazil,2021-11-07,Army of Thieves,Army of Thieves,2021,127,"Action,Comedy,Crime",Filmes Longos
Brazil,2021-11-07,The Harder They Fall,The Harder They Fall,2021,139,"Action,Drama,Western",Filmes Longos
Brazil,2021-11-07,Love Hard,Love Hard,2021,104,"Comedy,Romance",Filmes Longos
Brazil,2021-11-07,Yara,Yara,2021,96,"Crime,Drama,Thriller",Filmes Médios
Brazil,2021-11-07,Hypnotic,Hypnotic,2021,88,"Mystery,Thriller",Filmes Médios
Brazil,2021-10-31,Army of Thieves,Army of Thieves,2021,127,"Action,Comedy,Crime",Filmes Longos
Brazil,2021-10-31,Hypnotic,Hypnotic,2021,88,"Mystery,Thriller",Filmes Médios
Brazil,2021-10-31,Night Teeth,Night Teeth,2021,107,"Action,Crime,Drama",Filmes Longos
Brazil,2021-10-31,In for a Murder,W jak morderstwo,2021,105,"Comedy,Thriller",Filmes Longos
Brazil,2021-10-24,Night Teeth,Night Teeth,2021,107,"Action,Crime,Drama",Filmes Longos
Brazil,2021-10-24,The Trip,I onde dager,2021,113,"Action,Comedy,Horror",Filmes Longos
Brazil,2021-10-24,The Trip,The Trip,2021,94,Drama,Filmes Médios
Brazil,2021-10-24,In for a Murder,W jak morderstwo,2021,105,"Comedy,Thriller",Filmes Longos
Brazil,2021-10-17,Redemption,Redemption,2021,,Drama,
Brazil,2021-10-17,Grudge,Kin,2021,105,"Crime,Drama,Mystery",Filmes Longos
Brazil,2021-10-17,Fever Dream,Distancia de rescate,2021,93,"Drama,Horror,Mystery",Filmes Médios
Brazil,2021-10-17,Security,Security,2021,118,Thriller,Filmes Longos
Brazil,2021-10-17,The Guilty,The Guilty,2021,90,"Crime,Drama,Thriller",Filmes Médios
Brazil,2021-10-17,Beauty and the Beast,Beauty and the Beast,2021,,Romance,
Brazil,2021-10-10,The Guilty,The Guilty,2021,90,"Crime,Drama,Thriller",Filmes Médios
Brazil,2021-10-10,Friendzone,Friendzone,2021,88,"Comedy,Romance",Filmes Médios
Brazil,2021-10-10,Redemption,Redemption,2021,,Drama,
Brazil,2021-10-03,The Guilty,The Guilty,2021,90,"Crime,Drama,Thriller",Filmes Médios
Brazil,2021-10-03,My Little Pony: A New Generation,My Little Pony: A New Generation,2021,90,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-10-03,Friendzone,Friendzone,2021,88,"Comedy,Romance",Filmes Médios
Brazil,2021-10-03,The Starling,The Starling,2021,102,"Comedy,Drama",Filmes Longos
Brazil,2021-10-03,Confessions of an Invisible Girl,Confissões de uma Garota Excluída,2021,91,"Comedy,Drama",Filmes Médios
Brazil,2021-10-03,Intrusion,Intrusion,2021,92,"Action,Drama,Mystery",Filmes Médios
Brazil,2021-10-03,Intrusion,Intrusion,2021,,"Crime,Drama,Horror",
Brazil,2021-09-26,Intrusion,Intrusion,2021,92,"Action,Drama,Mystery",Filmes Médios
Brazil,2021-09-26,Intrusion,Intrusion,2021,,"Crime,Drama,Horror",
Brazil,2021-09-26,Confessions of an Invisible Girl,Confissões de uma Garota Excluída,2021,91,"Comedy,Drama",Filmes Médios
Brazil,2021-09-26,The Father Who Moves Mountains,Tata muta muntii,2021,108,"Drama,Thriller",Filmes Longos
Brazil,2021-09-26,The Starling,The Starling,2021,102,"Comedy,Drama",Filmes Longos
Brazil,2021-09-26,My Little Pony: A New Generation,My Little Pony: A New Generation,2021,90,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2021-09-26,Great White,Great White,2021,91,"Horror,Thriller",Filmes Médios
Brazil,2021-09-26,Kate,Kate,2021,106,"Action,Adventure,Crime",Filmes Longos
Brazil,2021-09-19,Kate,Kate,2021,106,"Action,Adventure,Crime",Filmes Longos
Brazil,2021-09-19,The Father Who Moves Mountains,Tata muta muntii,2021,108,"Drama,Thriller",Filmes Longos
Brazil,2021-09-19,Great White,Great White,2021,91,"Horror,Thriller",Filmes Médios
Brazil,2021-09-12,Kate,Kate,2021,106,"Action,Adventure,Crime",Filmes Longos
Brazil,2021-09-12,Afterlife of the Party,Afterlife of the Party,2021,109,"Comedy,Drama,Fantasy",Filmes Longos
Brazil,2021-09-12,Prey,Prey,2021,87,"Adventure,Drama,Thriller",Filmes Médios
Brazil,2021-09-12,He's All That,He's All That,2021,88,"Comedy,Romance",Filmes Médios
Brazil,2021-09-12,Noah,Noah,2021,,"Drama,History",
Brazil,2021-09-05,He's All That,He's All That,2021,88,"Comedy,Romance",Filmes Médios
Brazil,2021-09-05,Afterlife of the Party,Afterlife of the Party,2021,109,"Comedy,Drama,Fantasy",Filmes Longos
Brazil,2021-09-05,Sweet Girl,Sweet Girl,2021,110,"Action,Drama,Thriller",Filmes Longos
Brazil,2021-08-29,Sweet Girl,Sweet Girl,2021,110,"Action,Drama,Thriller",Filmes Longos
Brazil,2021-08-29,He's All That,He's All That,2021,88,"Comedy,Romance",Filmes Médios
Brazil,2021-08-29,The Secret Diary of an Exchange Student,The Secret Diary of an Exchange Student,2021,96,"Comedy,Romance",Filmes Médios
